"year","including.up.to.week.start","including.up.to.week.end","month","province","cases","total.cases","total.deaths","rate.per.100000","fatality.rate","population"
"2010",2010-12-26,2011-01-01,"April","Nakhon Sawan","15","696","0","64.87","0.00",1072868
"2010",2010-12-26,2011-01-01,"April","Kamphaeng Phet","27","564","1","77.60","0.18",726846
"2010",2010-12-26,2011-01-01,"April","Uttaradit","10","238","0","51.41","0.00",462951
"2010",2010-12-26,2011-01-01,"April","Tak","158","2079","9","400.07","0.43",519662
"2010",2010-12-26,2011-01-01,"April","Sukhothai","42","445","0","73.82","0.00",602813
"2010",2010-12-26,2011-01-01,"April","Phitsanulok","37","819","0","96.86","0.00",845561
"2010",2010-12-26,2011-01-01,"April","Phetchabun","57","2329","0","234.04","0.00",995125
"2010",2010-12-26,2011-01-01,"April","Phrae","9","325","0","70.33","0.00",462090
"2010",2010-12-26,2011-01-01,"April","Phayao","4","1364","1","280.01","0.07",487120
"2010",2010-12-26,2011-01-01,"April","Mae Hong Son","9","626","2","258.84","0.32",241847
"2010",2010-12-26,2011-01-01,"April","Lamphun","17","534","0","131.95","0.00",404693
"2010",2010-12-26,2011-01-01,"April","Lampang","20","1375","0","179.86","0.00",764498
"2010",2010-12-26,2011-01-01,"April","Chiang Mai","45","6538","3","400.48","0.05",1632548
"2010",2010-12-26,2011-01-01,"April","Phra Nakhon Si Ayutthaya","30","564","0","72.76","0.00",775157
"2010",2010-12-26,2011-01-01,"May","Songkhla","393","6048","13","450.02","0.21",1343954
"2010",2010-12-26,2011-01-01,"May","Satun","186","1062","2","362.33","0.19",293101
"2010",2010-12-26,2011-01-01,"May","Yala","178","1354","0","281.89","0.00",480334
"2010",2010-12-26,2011-01-01,"May","Pattani","259","3186","11","491.95","0.35",647624
"2010",2010-12-26,2011-01-01,"May","Narathiwat","169","3124","5","429.08","0.16",728071
"2010",2010-12-26,2011-01-01,"May","Loei","137","898","1","144.66","0.11",620780
"2010",2010-12-26,2011-01-01,"May","Phuket","50","661","0","196.78","0.00",335913
"2010",2010-12-26,2011-01-01,"May","Phang Nga","30","358","0","142.26","0.00",251657
"2010",2010-12-26,2011-01-01,"May","Krabi","170","1599","6","374.86","0.38",426556
"2010",2010-12-26,2011-01-01,"May","Trang","66","952","1","153.88","0.11",618675
"2010",2010-12-26,2011-01-01,"May","Phatthalung","107","2050","3","403.72","0.15",507777
"2010",2010-12-26,2011-01-01,"May","Nakhon Si Thammarat","359","5870","18","387.08","0.31",1516499
"2010",2010-12-26,2011-01-01,"May","Surat Thani","166","2171","2","218.36","0.09",994221
"2010",2010-12-26,2011-01-01,"May","Ranong","24","178","0","97.93","0.00",181754
"2010",2010-12-26,2011-01-01,"May","Chumphon","56","668","1","136.96","0.15",487744
"2010",2010-12-26,2011-01-01,"May","Suphan Buri","14","613","0","72.58","0.00",844590
"2010",2010-12-26,2011-01-01,"May","Yasothon","21","400","1","74.19","0.25",539134
"2010",2010-12-26,2011-01-01,"May","Ubon Ratchathani","154","1796","3","99.57","0.17",1803754
"2010",2010-12-26,2011-01-01,"May","Sisaket","261","2619","0","181.08","0.00",1446345
"2010",2010-12-26,2011-01-01,"May","Amnat Charoen","33","376","0","101.40","0.00",370804
"2010",2010-12-26,2011-01-01,"May","Surin","428","4499","3","326.53","0.07",1377827
"2010",2010-12-26,2011-01-01,"May","Nakhon Ratchasima","362","5348","12","207.99","0.22",2571292
"2010",2010-12-26,2011-01-01,"May","Chaiyaphum","79","781","2","69.41","0.26",1125166
"2010",2010-12-26,2011-01-01,"May","Buriram","197","4057","2","262.29","0.05",1546784
"2010",2010-12-26,2011-01-01,"May","Roi Et","87","1615","1","123.46","0.06",1308159
"2010",2010-12-26,2011-01-01,"May","Maha Sarakham","37","798","2","84.98","0.25",939090
"2010",2010-12-26,2011-01-01,"May","Khon Kaen","49","935","0","53.06","0.00",1762242
"2010",2010-12-26,2011-01-01,"May","Sakon Nakhon","155","1019","0","91.11","0.00",1118449
"2010",2010-12-26,2011-01-01,"May","Nakhon Phanom","174","1013","2","144.57","0.20",700690
"2010",2010-12-26,2011-01-01,"May","Mukdahan","111","872","0","257.95","0.00",338048
"2010",2010-12-26,2011-01-01,"May","Kalasin","28","465","0","47.44","0.00",980158
"2010",2010-12-26,2011-01-01,"May","Udon Thani","106","1232","2","80.06","0.16",1538940
"2010",2010-12-26,2011-01-01,"May","Nong Khai","133","883","0","97.33","0.00",907250
"2010",2010-12-26,2011-01-01,"May","Nong Bua Lam Phu","30","211","0","42.12","0.00",500913
"2010",2010-12-26,2011-01-01,"May","Nonthaburi","40","1584","1","146.93","0.06",1078071
"2010",2010-12-26,2011-01-01,"May","Trat","87","666","0","302.72","0.00",220008
"2010",2010-12-26,2011-01-01,"May","Rayong","143","2131","0","348.15","0.00",612095
"2010",2010-12-26,2011-01-01,"May","Chonburi","231","2690","2","208.59","0.07",1289590
"2010",2010-12-26,2011-01-01,"May","Chanthaburi","352","2205","0","431.30","0.00",511246
"2010",2010-12-26,2011-01-01,"May","Nan","21","277","0","58.24","0.00",475614
"2010",2010-12-26,2011-01-01,"May","Chiang Rai","53","2371","0","198.42","0.00",1194933
"2010",2010-12-26,2011-01-01,"May","Samut Prakan","89","2160","3","185.55","0.14",1164105
"2010",2010-12-26,2011-01-01,"May","Sa Kaeo","74","788","0","145.27","0.00",542451
"2010",2010-12-26,2011-01-01,"May","Prachinburi","133","1251","1","270.86","0.08",461854
"2010",2010-12-26,2011-01-01,"May","Nakhon Nayok","10","98","0","38.94","0.00",251683
"2010",2010-12-26,2011-01-01,"May","Chachoengsao","60","1118","0","167.12","0.00",668983
"2010",2010-12-26,2011-01-01,"May","Samut Songkhram","7","114","1","58.87","0.88",193647
"2010",2010-12-26,2011-01-01,"May","Samut Sakhon","13","748","1","154.35","0.13",484606
"2010",2010-12-26,2011-01-01,"May","Prachuap Khiri Khan","65","826","4","163.87","0.48",504063
"2010",2010-12-26,2011-01-01,"May","Phetchaburi","51","577","0","125.10","0.00",461239
"2010",2010-12-26,2011-01-01,"May","Ratchaburi","33","1122","1","134.33","0.09",835231
"2010",2010-12-26,2011-01-01,"May","Nakhon Pathom","54","1511","2","177.47","0.13",851426
"2010",2010-12-26,2011-01-01,"May","Kanchanaburi","31","686","0","82.31","0.00",833423
"2010",2010-12-26,2011-01-01,"May","Sing Buri","1","67","2","31.12","2.99",215299
"2010",2010-12-26,2011-01-01,"May","Saraburi","25","631","1","102.99","0.16",612707
"2010",2010-12-26,2011-01-01,"May","Lopburi","24","1216","2","161.18","0.16",754452
"2010",2010-12-26,2011-01-01,"May","Chai Nat","9","205","2","61.12","0.98",335420
"2010",2010-12-26,2011-01-01,"May","Pathum Thani","25","816","0","85.32","0.00",956376
"2010",2010-12-26,2011-01-01,"May","Ang Thong","12","308","0","108.14","0.00",284807
"2010",2010-12-26,2011-01-01,"May","Bangkok","348","10912","9","191.35","0.08",5702595
"2010",2010-12-26,2011-01-01,"May","Uthai Thani","4","153","0","46.66","0.00",327871
"2010",2010-12-26,2011-01-01,"May","Phichit","5","407","0","73.57","0.00",553193
"2010",2010-12-26,2011-01-01,"May","Nakhon Sawan","19","696","0","64.87","0.00",1072868
"2010",2010-12-26,2011-01-01,"May","Kamphaeng Phet","30","564","1","77.60","0.18",726846
"2010",2010-12-26,2011-01-01,"May","Uttaradit","12","238","0","51.41","0.00",462951
"2010",2010-12-26,2011-01-01,"May","Tak","187","2079","9","400.07","0.43",519662
"2010",2010-12-26,2011-01-01,"May","Sukhothai","27","445","0","73.82","0.00",602813
"2010",2010-12-26,2011-01-01,"May","Phitsanulok","52","819","0","96.86","0.00",845561
"2010",2010-12-26,2011-01-01,"May","Phetchabun","125","2329","0","234.04","0.00",995125
"2010",2010-12-26,2011-01-01,"May","Phrae","17","325","0","70.33","0.00",462090
"2010",2010-12-26,2011-01-01,"May","Phayao","17","1364","1","280.01","0.07",487120
"2010",2010-12-26,2011-01-01,"May","Mae Hong Son","43","626","2","258.84","0.32",241847
"2010",2010-12-26,2011-01-01,"May","Lamphun","39","534","0","131.95","0.00",404693
"2010",2010-12-26,2011-01-01,"May","Lampang","40","1375","0","179.86","0.00",764498
"2010",2010-12-26,2011-01-01,"May","Chiang Mai","158","6538","3","400.48","0.05",1632548
"2010",2010-12-26,2011-01-01,"May","Phra Nakhon Si Ayutthaya","14","564","0","72.76","0.00",775157
"2010",2010-12-26,2011-01-01,"June","Songkhla","821","6048","13","450.02","0.21",1343954
"2010",2010-12-26,2011-01-01,"June","Satun","219","1062","2","362.33","0.19",293101
"2010",2010-12-26,2011-01-01,"June","Yala","229","1354","0","281.89","0.00",480334
"2010",2010-12-26,2011-01-01,"June","Pattani","310","3186","11","491.95","0.35",647624
"2010",2010-12-26,2011-01-01,"June","Narathiwat","411","3124","5","429.08","0.16",728071
"2010",2010-12-26,2011-01-01,"June","Loei","232","898","1","144.66","0.11",620780
"2010",2010-12-26,2011-01-01,"June","Phuket","132","661","0","196.78","0.00",335913
"2010",2010-12-26,2011-01-01,"June","Phang Nga","63","358","0","142.26","0.00",251657
"2010",2010-12-26,2011-01-01,"June","Krabi","274","1599","6","374.86","0.38",426556
"2010",2010-12-26,2011-01-01,"June","Trang","195","952","1","153.88","0.11",618675
"2010",2010-12-26,2011-01-01,"June","Phatthalung","176","2050","3","403.72","0.15",507777
"2010",2010-12-26,2011-01-01,"June","Nakhon Si Thammarat","656","5870","18","387.08","0.31",1516499
"2010",2010-12-26,2011-01-01,"June","Surat Thani","293","2171","2","218.36","0.09",994221
"2010",2010-12-26,2011-01-01,"June","Ranong","31","178","0","97.93","0.00",181754
"2010",2010-12-26,2011-01-01,"June","Chumphon","95","668","1","136.96","0.15",487744
"2010",2010-12-26,2011-01-01,"June","Suphan Buri","17","613","0","72.58","0.00",844590
"2010",2010-12-26,2011-01-01,"June","Yasothon","86","400","1","74.19","0.25",539134
"2010",2010-12-26,2011-01-01,"June","Ubon Ratchathani","298","1796","3","99.57","0.17",1803754
"2010",2010-12-26,2011-01-01,"June","Sisaket","472","2619","0","181.08","0.00",1446345
"2010",2010-12-26,2011-01-01,"June","Amnat Charoen","61","376","0","101.40","0.00",370804
"2010",2010-12-26,2011-01-01,"June","Surin","661","4499","3","326.53","0.07",1377827
"2010",2010-12-26,2011-01-01,"June","Nakhon Ratchasima","754","5348","12","207.99","0.22",2571292
"2010",2010-12-26,2011-01-01,"June","Chaiyaphum","109","781","2","69.41","0.26",1125166
"2010",2010-12-26,2011-01-01,"June","Buriram","441","4057","2","262.29","0.05",1546784
"2010",2010-12-26,2011-01-01,"June","Roi Et","208","1615","1","123.46","0.06",1308159
"2010",2010-12-26,2011-01-01,"June","Maha Sarakham","89","798","2","84.98","0.25",939090
"2010",2010-12-26,2011-01-01,"June","Khon Kaen","106","935","0","53.06","0.00",1762242
"2010",2010-12-26,2011-01-01,"June","Sakon Nakhon","337","1019","0","91.11","0.00",1118449
"2010",2010-12-26,2011-01-01,"June","Nakhon Phanom","209","1013","2","144.57","0.20",700690
"2010",2010-12-26,2011-01-01,"June","Mukdahan","278","872","0","257.95","0.00",338048
"2010",2010-12-26,2011-01-01,"June","Kalasin","74","465","0","47.44","0.00",980158
"2010",2010-12-26,2011-01-01,"June","Udon Thani","193","1232","2","80.06","0.16",1538940
"2010",2010-12-26,2011-01-01,"June","Nong Khai","182","883","0","97.33","0.00",907250
"2010",2010-12-26,2011-01-01,"June","Nong Bua Lam Phu","63","211","0","42.12","0.00",500913
"2010",2010-12-26,2011-01-01,"June","Nonthaburi","97","1584","1","146.93","0.06",1078071
"2010",2010-12-26,2011-01-01,"June","Trat","119","666","0","302.72","0.00",220008
"2010",2010-12-26,2011-01-01,"June","Rayong","294","2131","0","348.15","0.00",612095
"2010",2010-12-26,2011-01-01,"June","Chonburi","291","2690","2","208.59","0.07",1289590
"2010",2010-12-26,2011-01-01,"June","Chanthaburi","487","2205","0","431.30","0.00",511246
"2010",2010-12-26,2011-01-01,"June","Nan","63","277","0","58.24","0.00",475614
"2010",2010-12-26,2011-01-01,"June","Chiang Rai","216","2371","0","198.42","0.00",1194933
"2010",2010-12-26,2011-01-01,"June","Samut Prakan","124","2160","3","185.55","0.14",1164105
"2010",2010-12-26,2011-01-01,"June","Sa Kaeo","142","788","0","145.27","0.00",542451
"2010",2010-12-26,2011-01-01,"June","Prachinburi","234","1251","1","270.86","0.08",461854
"2010",2010-12-26,2011-01-01,"June","Nakhon Nayok","18","98","0","38.94","0.00",251683
"2010",2010-12-26,2011-01-01,"June","Chachoengsao","76","1118","0","167.12","0.00",668983
"2010",2010-12-26,2011-01-01,"June","Samut Songkhram","4","114","1","58.87","0.88",193647
"2010",2010-12-26,2011-01-01,"June","Samut Sakhon","30","748","1","154.35","0.13",484606
"2010",2010-12-26,2011-01-01,"June","Prachuap Khiri Khan","73","826","4","163.87","0.48",504063
"2010",2010-12-26,2011-01-01,"June","Phetchaburi","57","577","0","125.10","0.00",461239
"2010",2010-12-26,2011-01-01,"June","Ratchaburi","60","1122","1","134.33","0.09",835231
"2010",2010-12-26,2011-01-01,"June","Nakhon Pathom","63","1511","2","177.47","0.13",851426
"2010",2010-12-26,2011-01-01,"June","Kanchanaburi","59","686","0","82.31","0.00",833423
"2010",2010-12-26,2011-01-01,"June","Sing Buri","4","67","2","31.12","2.99",215299
"2010",2010-12-26,2011-01-01,"June","Saraburi","42","631","1","102.99","0.16",612707
"2010",2010-12-26,2011-01-01,"June","Lopburi","65","1216","2","161.18","0.16",754452
"2010",2010-12-26,2011-01-01,"June","Chai Nat","11","205","2","61.12","0.98",335420
"2010",2010-12-26,2011-01-01,"June","Pathum Thani","49","816","0","85.32","0.00",956376
"2010",2010-12-26,2011-01-01,"June","Ang Thong","22","308","0","108.14","0.00",284807
"2010",2010-12-26,2011-01-01,"June","Bangkok","536","10912","9","191.35","0.08",5702595
"2010",2010-12-26,2011-01-01,"June","Uthai Thani","17","153","0","46.66","0.00",327871
"2010",2010-12-26,2011-01-01,"June","Phichit","13","407","0","73.57","0.00",553193
"2010",2010-12-26,2011-01-01,"June","Nakhon Sawan","34","696","0","64.87","0.00",1072868
"2010",2010-12-26,2011-01-01,"June","Kamphaeng Phet","42","564","1","77.60","0.18",726846
"2010",2010-12-26,2011-01-01,"June","Uttaradit","13","238","0","51.41","0.00",462951
"2010",2010-12-26,2011-01-01,"June","Tak","351","2079","9","400.07","0.43",519662
"2010",2010-12-26,2011-01-01,"June","Sukhothai","27","445","0","73.82","0.00",602813
"2010",2010-12-26,2011-01-01,"June","Phitsanulok","67","819","0","96.86","0.00",845561
"2010",2010-12-26,2011-01-01,"June","Phetchabun","336","2329","0","234.04","0.00",995125
"2010",2010-12-26,2011-01-01,"June","Phrae","25","325","0","70.33","0.00",462090
"2010",2010-12-26,2011-01-01,"June","Phayao","147","1364","1","280.01","0.07",487120
"2010",2010-12-26,2011-01-01,"June","Mae Hong Son","68","626","2","258.84","0.32",241847
"2010",2010-12-26,2011-01-01,"June","Lamphun","97","534","0","131.95","0.00",404693
"2010",2010-12-26,2011-01-01,"June","Lampang","90","1375","0","179.86","0.00",764498
"2010",2010-12-26,2011-01-01,"June","Chiang Mai","525","6538","3","400.48","0.05",1632548
"2010",2010-12-26,2011-01-01,"June","Phra Nakhon Si Ayutthaya","19","564","0","72.76","0.00",775157
"2010",2010-12-26,2011-01-01,"July","Songkhla","1211","6048","13","450.02","0.21",1343954
"2010",2010-12-26,2011-01-01,"July","Satun","132","1062","2","362.33","0.19",293101
"2010",2010-12-26,2011-01-01,"July","Yala","237","1354","0","281.89","0.00",480334
"2010",2010-12-26,2011-01-01,"July","Pattani","595","3186","11","491.95","0.35",647624
"2010",2010-12-26,2011-01-01,"July","Narathiwat","739","3124","5","429.08","0.16",728071
"2010",2010-12-26,2011-01-01,"July","Loei","174","898","1","144.66","0.11",620780
"2010",2010-12-26,2011-01-01,"July","Phuket","132","661","0","196.78","0.00",335913
"2010",2010-12-26,2011-01-01,"July","Phang Nga","84","358","0","142.26","0.00",251657
"2010",2010-12-26,2011-01-01,"July","Krabi","344","1599","6","374.86","0.38",426556
"2010",2010-12-26,2011-01-01,"July","Trang","239","952","1","153.88","0.11",618675
"2010",2010-12-26,2011-01-01,"July","Phatthalung","247","2050","3","403.72","0.15",507777
"2010",2010-12-26,2011-01-01,"July","Nakhon Si Thammarat","1367","5870","18","387.08","0.31",1516499
"2010",2010-12-26,2011-01-01,"July","Surat Thani","449","2171","2","218.36","0.09",994221
"2010",2010-12-26,2011-01-01,"July","Ranong","42","178","0","97.93","0.00",181754
"2010",2010-12-26,2011-01-01,"July","Chumphon","84","668","1","136.96","0.15",487744
"2010",2010-12-26,2011-01-01,"July","Suphan Buri","39","613","0","72.58","0.00",844590
"2010",2010-12-26,2011-01-01,"July","Yasothon","85","400","1","74.19","0.25",539134
"2010",2010-12-26,2011-01-01,"July","Ubon Ratchathani","338","1796","3","99.57","0.17",1803754
"2010",2010-12-26,2011-01-01,"July","Sisaket","449","2619","0","181.08","0.00",1446345
"2010",2010-12-26,2011-01-01,"July","Amnat Charoen","101","376","0","101.40","0.00",370804
"2010",2010-12-26,2011-01-01,"July","Surin","866","4499","3","326.53","0.07",1377827
"2010",2010-12-26,2011-01-01,"July","Nakhon Ratchasima","1058","5348","12","207.99","0.22",2571292
"2010",2010-12-26,2011-01-01,"July","Chaiyaphum","185","781","2","69.41","0.26",1125166
"2010",2010-12-26,2011-01-01,"July","Buriram","778","4057","2","262.29","0.05",1546784
"2010",2010-12-26,2011-01-01,"July","Roi Et","274","1615","1","123.46","0.06",1308159
"2010",2010-12-26,2011-01-01,"July","Maha Sarakham","139","798","2","84.98","0.25",939090
"2010",2010-12-26,2011-01-01,"July","Khon Kaen","166","935","0","53.06","0.00",1762242
"2010",2010-12-26,2011-01-01,"July","Sakon Nakhon","276","1019","0","91.11","0.00",1118449
"2010",2010-12-26,2011-01-01,"July","Nakhon Phanom","216","1013","2","144.57","0.20",700690
"2010",2010-12-26,2011-01-01,"July","Mukdahan","196","872","0","257.95","0.00",338048
"2010",2010-12-26,2011-01-01,"July","Kalasin","59","465","0","47.44","0.00",980158
"2010",2010-12-26,2011-01-01,"July","Udon Thani","323","1232","2","80.06","0.16",1538940
"2010",2010-12-26,2011-01-01,"July","Nong Khai","221","883","0","97.33","0.00",907250
"2010",2010-12-26,2011-01-01,"July","Nong Bua Lam Phu","44","211","0","42.12","0.00",500913
"2010",2010-12-26,2011-01-01,"July","Nonthaburi","166","1584","1","146.93","0.06",1078071
"2010",2010-12-26,2011-01-01,"July","Trat","137","666","0","302.72","0.00",220008
"2010",2010-12-26,2011-01-01,"July","Rayong","433","2131","0","348.15","0.00",612095
"2010",2010-12-26,2011-01-01,"July","Chonburi","403","2690","2","208.59","0.07",1289590
"2010",2010-12-26,2011-01-01,"July","Chanthaburi","456","2205","0","431.30","0.00",511246
"2010",2010-12-26,2011-01-01,"July","Nan","42","277","0","58.24","0.00",475614
"2010",2010-12-26,2011-01-01,"July","Chiang Rai","573","2371","0","198.42","0.00",1194933
"2010",2010-12-26,2011-01-01,"July","Samut Prakan","214","2160","3","185.55","0.14",1164105
